# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"4U 1702-429"	55269.98505	IJ2	1	6.5	2.3	0.0	0.0	IJ2	0.0000	0.0000	1.16	1.00	0.00	-	1	4.6	1.041	0.000	090501130010	0	0.00	0.00	0.00	0.00	1739	186.24	0.000	128.7	35.4	17.1045	0.0	15.3	3.4	1	215764	02-12-2013	0.000	0.000	0.00	0.00	0	15.722	3.303	0.0	0.0	14.9	1	1.41	0.39	"4U 1702-429"	0.400	0.0	2.385	0.647	-	-	55269.98505	0.000	8009	-43.043	0.0610	
"4U 1608-522"	55270.22020	XP2	1	10.5	0.3	23.8	0.7	XP2	1.9110	0.0225	2.00	2.00	0.08	-	1	9.2	0.086	0.374	95334-01-03-08	6007	0.89	-1.00	182.33	5.44	0	0.10	2.238	15356.2	281.1	16.2119	0.0	32.8	1.3	1	26672	16-12-2010	1.722	0.000	2.34	0.04	0	128.542	3.387	0.0	0.0	125.3	1	8.59	0.08	"4U 1608-522"	0.999	0.0	5.557	0.024	3	3	55270.22020	0.489	3915	-52.423	0.0839	
"4U 1636-536"	55270.91348	IJ2	1	8.9	3.8	0.0	0.0	IJ2	0.0000	0.0000	1.26	8.00	0.00	-	1	5.7	1.645	0.580	090600230010	0	0.00	0.00	0.00	0.00	1740	199.74	1.638	153.6	43.0	16.6818	0.0	23.4	6.9	1	215363	02-12-2013	0.000	0.000	0.00	0.00	0	20.587	5.907	0.0	0.0	147.3	1	1.38	0.43	"4U 1636-536"	0.334	0.0	2.618	0.171	-	-	55270.91348	0.472	8010	-53.754	0.0961	
"4U 1705-44"	55270.99038	IJ2	1	12.2	5.4	0.0	0.0	IJ2	0.0000	0.0000	1.00	9.00	0.00	-	1	11.8	4.206	0.793	090600260010	0	0.00	0.00	0.00	0.00	0	141.24	0.931	101.8	29.6	17.1485	0.0	36.1	14.2	1	215878	02-12-2013	0.000	0.000	0.00	0.00	0	18.363	5.615	0.0	0.0	100.3	1	0.90	0.30	"4U 1705-44"	0.563	0.0	0.979	0.154	-	-	55270.99038	0.666	8011	-44.102	0.0634	
"4U 1608-522"	55271.93524	IJ2	1	8.9	1.0	0.0	0.0	IJ2	0.0000	0.0000	1.63	2.00	0.00	-	1	9.7	0.542	0.000	090600670010	0	0.00	0.00	0.00	0.00	1741	145.80	0.000	822.7	75.5	16.2121	0.0	31.1	2.0	1	215194	02-12-2013	0.000	0.000	0.00	0.00	0	133.272	8.355	0.0	0.0	41.2	1	8.01	0.76	"4U 1608-522"	0.559	0.0	4.450	0.893	-	-	55271.93524	0.000	8012	-52.424	0.0776	
"4U 1608-522"	55272.11169	IJ2	1	3.1	1.1	0.0	0.0	IJ2	0.0000	0.0000	1.45	3.00	0.00	-	1	2.3	0.676	0.554	090600740010	0	0.00	0.00	0.00	0.00	0	248.28	1.600	467.3	94.6	16.2117	0.0	8.7	3.2	1	215197	02-12-2013	0.000	0.000	0.00	0.00	0	24.133	6.437	0.0	0.0	4.2	1	4.38	0.95	"4U 1608-522"	0.177	0.0	4.113	0.327	-	-	55272.11169	0.491	8013	-52.431	0.0717	
"4U 1608-522"	55273.47643	IJ2	1	10.9	3.5	0.0	0.0	IJ2	0.0000	0.0000	1.35	6.00	0.00	-	1	9.1	1.691	0.461	090700030010	0	0.00	0.00	0.00	0.00	1742	188.76	1.842	392.2	97.7	16.2126	0.0	30.4	5.6	1	215200	02-12-2013	0.000	0.000	0.00	0.00	0	71.564	12.944	0.0	0.0	32.8	1	3.78	0.98	"4U 1608-522"	0.412	0.0	2.138	0.214	-	-	55273.47643	0.442	8014	-52.422	0.0373	
"4U 1636-536"	55273.68440	IJ2	1	5.5	1.8	0.0	0.0	IJ2	0.0000	0.0000	1.07	2.00	0.00	-	1	3.0	0.040	0.596	090700120010	0	0.00	0.00	0.00	0.00	0	180.78	1.594	82.4	25.7	16.6820	0.0	13.0	1.0	1	215378	02-12-2013	0.000	0.000	0.00	0.00	0	7.594	0.719	0.0	0.0	66.5	1	0.83	0.28	"4U 1636-536"	0.428	0.0	1.920	0.117	-	-	55273.68440	0.479	8015	-53.753	0.0705	
"4U 1608-522"	55273.83793	IJ2	1	6.3	2.1	0.0	0.0	IJ2	0.0000	0.0000	1.61	4.00	0.00	-	1	3.9	0.591	0.782	090700190010	0	0.00	0.00	0.00	0.00	1743	282.30	1.043	755.8	170.9	16.2119	0.0	17.4	3.5	1	215210	02-12-2013	0.000	0.000	0.00	0.00	0	83.565	18.648	0.0	0.0	8.7	1	7.45	1.72	"4U 1608-522"	0.097	0.0	2.702	0.395	-	-	55273.83793	0.596	8016	-52.423	0.0471	
"4U 1636-536"	55273.84150	IJ2	1	4.7	2.3	0.0	0.0	IJ2	0.0000	0.0000	1.07	1.00	0.00	-	2	3.7	1.360	0.775	090700190010	0	0.00	0.00	0.00	0.00	0	246.66	1.054	186.0	61.2	16.6821	0.0	12.7	5.1	1	215381	02-12-2013	0.000	0.000	0.00	0.00	0	12.789	4.609	0.0	0.0	3.8	1	1.70	0.62	"4U 1636-536"	0.174	0.0	1.942	0.260	-	-	55273.84150	0.555	8017	-53.751	0.0713	
"4U 1636-536"	55273.87606	IJ2	1	7.8	3.3	0.0	0.0	IJ2	0.0000	0.0000	1.02	5.00	0.00	-	1	3.7	1.198	0.602	090700210010	0	0.00	0.00	0.00	0.00	1744	53.16	1.548	68.2	18.9	16.6818	0.0	15.8	5.3	1	215383	02-12-2013	0.000	0.000	0.00	0.00	0	7.958	2.368	0.0	0.0	0.8	1	0.61	0.19	"4U 1636-536"	0.823	0.0	1.861	0.081	-	-	55273.87606	0.482	8018	-53.749	0.0683	
"4U 1636-536"	55273.91931	IJ2	1	10.5	6.4	0.0	0.0	IJ2	0.0000	0.0000	1.01	4.00	0.00	-	1	8.5	3.858	0.587	090700230010	0	0.00	0.00	0.00	0.00	0	137.22	1.594	85.1	25.8	16.6826	0.0	21.9	10.5	1	215385	02-12-2013	0.000	0.000	0.00	0.00	0	11.868	7.322	0.0	0.0	1.0	1	0.75	0.26	"4U 1636-536"	0.587	0.0	1.885	0.114	-	-	55273.91931	0.475	8019	-53.756	0.0692	
"4U 1636-536"	55274.49659	XPd	1	7.5	0.2	35.0	1.1	XPd	0.5048	0.0040	2.00	1.00	0.08	-	1	6.0	0.045	0.500	95087-01-39-00	6018	0.25	-1.00	67.72	1.79	0	0.00	1.852	6591.5	122.8	16.6821	0.0	20.0	1.0	1	26690	16-12-2010	0.000	0.000	1.51	0.02	0	36.838	0.243	0.0	0.0	13.9	1	4.15	0.03	"4U 1636-536"	0.999	0.0	1.525	0.074	3	3	55274.49659	0.426	3916	-53.751	0.0485	
"4U 1636-536"	55275.11433	IJ2	1	5.4	2.8	0.0	0.0	IJ2	0.0000	0.0000	1.03	2.00	0.00	-	1	2.6	1.032	0.570	090700740010	0	0.00	0.00	0.00	0.00	0	224.16	1.641	98.5	43.0	16.6829	0.0	9.7	4.2	1	215390	02-12-2013	0.000	0.000	0.00	0.00	0	10.339	3.530	0.0	0.0	14.8	1	1.22	0.48	"4U 1636-536"	0.234	0.0	1.751	0.213	-	-	55275.11433	0.467	8020	-53.755	0.0643	
"4U 1636-536"	55276.02715	XPi	1	6.4	0.7	12.1	0.6	XPi	0.1227	0.0117	1.00	3.00	0.08	-	1	3.9	0.095	0.464	95087-01-40-00	6019	0.25	-1.00	19.48	0.76	0	0.20	1.945	1676.5	44.7	16.6821	0.0	16.5	1.1	1	26694	16-12-2010	0.000	0.000	1.87	0.04	0	7.550	0.119	0.0	0.0	21.9	1	1.08	0.02	"4U 1636-536"	0.997	0.0	1.902	0.026	3	3	55276.02715	0.416	3917	-53.751	0.0604	
"4U 1705-44"	55277.02827	IJ2	1	13.7	6.0	0.0	0.0	IJ2	0.0000	0.0000	1.00	3.00	0.00	-	1	15.8	4.741	0.737	090800280010	0	0.00	0.00	0.00	0.00	0	120.96	1.148	78.3	26.0	17.1486	0.0	44.1	12.1	1	215893	02-12-2013	0.000	0.000	0.00	0.00	0	16.845	4.681	0.0	0.0	144.9	1	0.75	0.26	"4U 1705-44"	0.620	0.0	1.283	0.150	-	-	55277.02827	0.639	8021	-44.124	0.0831	
"4U 1636-536"	55277.08131	IJ2	1	8.1	3.2	0.0	0.0	IJ2	0.0000	0.0000	1.02	3.00	0.00	-	1	20.9	10.936	0.543	090800310010	0	0.00	0.00	0.00	0.00	0	202.38	1.731	124.6	39.0	16.6818	0.0	9.1	6.7	1	215399	02-12-2013	0.000	0.000	0.00	0.00	0	15.218	2.921	0.0	0.0	25.3	1	1.13	0.39	"4U 1636-536"	0.326	0.0	1.551	0.125	-	-	55277.08131	0.455	8022	-53.755	0.0569	
"4U 1608-522"	55277.21989	IJ2	1	11.2	3.4	0.0	0.0	IJ2	0.0000	0.0000	1.70	6.00	0.00	-	1	9.4	1.113	0.000	090800360010	0	0.00	0.00	0.00	0.00	1745	289.68	0.000	725.4	182.7	16.2119	0.0	31.9	4.6	1	215226	02-12-2013	0.000	0.000	0.00	0.00	0	140.384	21.390	0.0	0.0	81.2	1	7.16	1.83	"4U 1608-522"	0.086	0.0	1.214	0.304	-	-	55277.21989	0.000	8023	-52.423	0.0212	
"4U 1636-536"	55277.37581	IJ2	1	5.5	2.1	0.0	0.0	IJ2	0.0000	0.0000	1.10	8.00	0.00	-	1	6.0	1.360	0.640	090800430010	0	0.00	0.00	0.00	0.00	0	255.48	1.455	199.5	57.9	16.6841	0.0	19.6	5.7	1	215406	02-12-2013	0.000	0.000	0.00	0.00	0	17.721	4.199	0.0	0.0	7.1	1	1.90	0.58	"4U 1636-536"	0.168	0.0	2.088	0.207	-	-	55277.37581	0.499	8024	-53.760	0.0766	
"4U 1705-44"	55278.18551	XPp	1	20.7	0.9	9.1	0.3	XPp	0.3341	0.0092	1.00	3.00	0.08	-	1	18.7	0.346	0.795	95060-01-21-00	6027	1.90	-1.00	16.16	0.51	0	0.20	0.978	1251.1	26.8	17.1485	0.0	66.2	2.1	1	26702	16-12-2010	0.000	0.000	2.06	0.03	0	19.872	0.596	0.0	0.0	27.8	1	0.86	0.02	"4U 1705-44"	0.997	0.0	1.299	0.012	3	3	55278.18551	0.706	3918	-44.102	0.0728	
"4U 1636-536"	55278.39965	IJ2	1	5.0	1.8	0.0	0.0	IJ2	0.0000	0.0000	1.10	6.00	0.00	-	1	3.7	0.950	0.579	090800860010	0	0.00	0.00	0.00	0.00	1746	111.30	1.638	150.2	29.2	16.6819	0.0	15.2	4.7	1	215412	02-12-2013	0.000	0.000	0.00	0.00	0	12.446	3.526	0.0	0.0	24.6	1	1.39	0.29	"4U 1636-536"	0.647	0.0	2.273	0.109	-	-	55278.39965	0.471	8025	-53.753	0.0834	
"GX 3+1"	55278.85152	IJ2	1	5.0	1.5	0.0	0.0	IJ2	0.0000	0.0000	1.34	2.00	0.00	-	1	4.1	1.183	0.000	090801060010	0	0.00	0.00	0.00	0.00	1747	150.54	0.000	146.5	34.4	17.7988	0.0	12.1	4.1	1	217952	02-12-2013	0.000	0.000	0.00	0.00	0	17.255	3.558	0.0	0.0	629.1	1	1.95	0.40	"GX 3+1"	0.576	0.0	5.311	0.977	-	-	55278.85152	0.000	8026	-26.569	0.2568	
"SLX 1744-300"	55278.86398	IJ2	1	5.6	1.9	0.0	0.0	IJ2	0.0000	0.0000	1.01	1.00	0.00	-	1	10.1	2.874	0.798	090801070010	0	0.00	0.00	0.00	0.00	1748	57.48	0.000	50.1	18.2	17.7900	0.0	22.7	6.5	1	217924	02-12-2013	0.000	0.000	0.00	0.00	0	11.048	2.787	0.0	0.0	312.2	1	1.11	0.24	"SLX 1744-300"	0.833	0.0	0.220	0.008	-	-	55278.86398	0.779	8027	-30.030	0.0430	
"4U 1728-34"	55279.03316	IJ2	1	5.4	1.3	0.0	0.0	IJ2	0.0000	0.0000	1.26	2.00	0.00	-	1	4.5	0.761	0.828	090801140010	0	0.00	0.00	0.00	0.00	1749	202.32	0.994	340.5	64.3	17.5326	0.0	14.6	2.6	1	216200	02-12-2013	0.000	0.000	0.00	0.00	0	33.962	5.218	0.0	0.0	274.3	1	3.47	0.64	"4U 1728-34"	0.329	0.0	2.111	0.216	-	-	55279.03316	0.732	8028	-33.844	0.0568	
"SAX J1753.5-2349"	55279.06473	IJ2	1	10.5	2.9	0.0	0.0	IJ2	0.0000	0.0000	1.54	9.00	0.00	-	1	6.0	0.012	0.757	090801160010	0	0.00	0.00	0.00	0.00	1750	259.80	0.000	446.8	93.3	17.8922	0.0	20.9	3.5	1	218806	02-12-2013	0.000	0.000	0.00	0.00	0	76.130	10.635	0.0	0.0	119002.0	1	4.08	0.94	"SAX J1753.5-2349"	0.161	0.0	1.431	0.318	-	-	55279.06473	0.495	8029	-23.820	0.0000	
"4U 1702-429"	55279.45302	IJ2	1	7.0	2.1	0.0	0.0	IJ2	0.0000	0.0000	1.28	0.00	0.00	-	1	6.3	1.141	0.767	090900030010	0	0.00	0.00	0.00	0.00	1751	235.98	1.130	209.5	54.7	17.1043	0.0	19.0	3.3	1	215788	02-12-2013	0.000	0.000	0.00	0.00	0	31.091	5.686	0.0	0.0	227.2	1	2.55	0.63	"4U 1702-429"	0.251	0.0	1.950	0.289	-	-	55279.45302	0.652	8030	-43.036	0.0499	
"4U 1636-536"	55280.54107	XP2	1	9.3	0.3	17.6	0.6	XP2	0.5729	0.0079	2.00	2.00	0.08	-	1	6.2	0.103	0.774	95087-01-42-00	6020	0.25	-1.00	61.49	1.86	0	0.20	1.054	5256.7	110.6	16.6821	0.0	23.9	1.1	1	26709	16-12-2010	0.000	0.000	2.07	0.04	0	36.778	0.545	0.0	0.0	51.4	1	3.27	0.05	"4U 1636-536"	0.996	0.0	2.577	0.005	3	3	55280.54107	0.555	3919	-53.751	0.0819	
"4U 1636-536"	55280.86547	IJ2	1	6.2	3.3	0.0	0.0	IJ2	0.0000	0.0000	1.05	0.00	0.00	-	1	5.5	1.809	0.564	090900620010	0	0.00	0.00	0.00	0.00	0	251.82	1.676	136.1	53.9	16.6828	0.0	16.6	6.4	1	215429	02-12-2013	0.000	0.000	0.00	0.00	0	13.979	5.302	0.0	0.0	7.8	1	1.43	0.57	"4U 1636-536"	0.171	0.0	1.902	0.223	-	-	55280.86547	0.464	8031	-53.742	0.0698	
"4U 1636-536"	55280.92605	IJ2	1	5.0	2.0	0.0	0.0	IJ2	0.0000	0.0000	1.03	5.00	0.00	-	1	3.2	1.299	0.535	090900650010	0	0.00	0.00	0.00	0.00	1752	140.52	1.738	122.7	28.7	16.6821	0.0	12.5	5.4	1	215432	02-12-2013	0.000	0.000	0.00	0.00	0	9.876	2.900	0.0	0.0	1.5	1	1.13	0.29	"4U 1636-536"	0.558	0.0	1.683	0.103	-	-	55280.92605	0.451	8032	-53.750	0.0618	
"4U 1636-536"	55281.06469	IJ2	1	4.4	1.4	0.0	0.0	IJ2	0.0000	0.0000	1.05	5.00	0.00	-	1	3.0	0.772	0.747	090900710010	0	0.00	0.00	0.00	0.00	1753	227.94	1.161	173.2	49.0	16.6821	0.0	11.9	3.4	1	215434	02-12-2013	0.000	0.000	0.00	0.00	0	12.850	2.155	0.0	0.0	3.3	1	1.72	0.49	"4U 1636-536"	0.259	0.0	1.887	0.264	-	-	55281.06469	0.544	8033	-53.751	0.0692	
"4U 1705-44"	55281.23089	IJ2	1	11.6	5.8	0.0	0.0	IJ2	0.0000	0.0000	1.01	4.00	0.00	-	1	15.9	5.367	0.971	090900780010	0	0.00	0.00	0.00	0.00	0	133.44	0.903	72.4	24.1	17.1481	0.0	41.4	15.5	1	215909	02-12-2013	0.000	0.000	0.00	0.00	0	12.488	4.415	0.0	0.0	73.1	1	0.66	0.24	"4U 1705-44"	0.599	0.0	1.407	0.119	-	-	55281.23089	0.746	8034	-44.112	0.0911	
"GX 3+1"	55281.95201	IJ2	1	6.3	2.0	0.0	0.0	IJ2	0.0000	0.0000	1.39	1.00	0.00	-	1	5.2	1.135	0.000	090901100010	0	0.00	0.00	0.00	0.00	1754	185.28	0.000	257.8	49.2	17.7994	0.0	17.8	4.1	1	217969	02-12-2013	0.000	0.000	0.00	0.00	0	24.129	5.447	0.0	0.0	74.4	1	2.17	0.49	"GX 3+1"	0.411	0.0	5.314	0.535	-	-	55281.95201	0.000	8035	-26.569	0.2569	
"SLX 1744-300"	55282.02521	IJ2	1	0.0	0.0	0.0	0.0	IJ2	0.0000	0.0000	0.00	9.00	0.00	-	1	47.7	4.322	0.000	090901140010	0	0.00	0.00	0.00	0.00	1755	130.11	0.000	0.0	0.0	17.7906	0.0	123.4	12.6	1	277779	17-01-2020	0.000	0.000	0.00	0.00	0	130.365	13.773	0.0	0.0	75.9	1	3.84	0.84	"SLX 1744-300"	0.329	0.0	0.000	0.000	-	-	55282.02521	0.000	8796	-30.025	0.0000	
"4U 1705-44"	55282.12512	XPc	1	9.9	0.4	10.9	0.5	XPc	0.1782	0.0036	1.00	6.00	0.08	-	1	6.0	0.150	0.576	95060-01-22-00	6028	1.90	-1.00	18.07	0.65	0	0.10	1.515	1551.0	42.9	17.1485	0.0	25.1	1.1	1	26715	16-12-2010	0.000	0.000	1.94	0.04	0	11.486	0.188	0.0	0.0	21.5	1	1.06	0.02	"4U 1705-44"	0.998	0.0	1.712	0.007	3	3	55282.12512	0.642	3920	-44.102	0.0960	
"4U 1636-536"	55282.13818	XPc	1	9.6	0.6	12.4	0.6	XPc	0.1583	0.0065	1.00	3.00	0.08	-	1	7.1	0.163	0.440	95087-01-43-00	6021	0.25	-1.00	16.52	0.67	0	0.10	2.035	1593.7	43.4	16.6821	0.0	24.8	1.4	1	26716	16-12-2010	0.000	0.000	1.78	0.04	0	10.504	0.330	0.0	0.0	25.8	1	1.06	0.02	"4U 1636-536"	0.999	0.0	1.511	0.011	3	3	55282.13818	0.404	3921	-53.751	0.0480	
"4U 1705-44"	55282.43338	IJ2	1	11.4	6.9	0.0	0.0	IJ2	0.0000	0.0000	1.33	7.00	0.00	-	1	8.0	4.223	0.786	091000020010	0	0.00	0.00	0.00	0.00	0	190.74	0.918	97.9	37.2	17.1485	0.0	27.7	14.2	1	215910	02-12-2013	0.000	0.000	0.00	0.00	0	13.468	6.111	0.0	0.0	7.4	1	0.79	0.37	"4U 1705-44"	0.372	0.0	1.961	0.291	-	-	55282.43338	0.663	8036	-44.102	0.1270	
"4U 1636-536"	55282.62853	IJ2	1	6.9	1.4	0.0	0.0	IJ2	0.0000	0.0000	1.18	0.00	0.00	-	1	6.1	0.055	0.522	091000090010	0	0.00	0.00	0.00	0.00	1756	217.26	1.784	283.8	62.1	16.6822	0.0	18.8	1.0	1	215445	02-12-2013	0.000	0.000	0.00	0.00	0	40.233	1.473	0.0	0.0	11.8	1	3.26	0.67	"4U 1636-536"	0.266	0.0	2.133	0.186	-	-	55282.62853	0.445	8037	-53.751	0.0783	
"4U 1608-522"	55282.80316	IJ2	1	11.4	1.1	0.0	0.0	IJ2	0.0000	0.0000	1.66	4.00	0.00	-	1	9.1	0.486	0.000	091000170010	0	0.00	0.00	0.00	0.00	1757	92.58	0.000	717.4	60.0	16.2122	0.0	33.0	2.1	1	215280	02-12-2013	0.000	0.000	0.00	0.00	0	152.234	8.164	0.0	0.0	134.0	1	7.15	0.60	"4U 1608-522"	0.730	0.0	1.841	0.478	-	-	55282.80316	0.000	8038	-52.425	0.0321	
"4U 1608-522"	55283.74897	IJ2	1	9.9	2.4	0.0	0.0	IJ2	0.0000	0.0000	1.68	5.00	0.00	-	1	8.6	0.752	0.593	091000560010	0	0.00	0.00	0.00	0.00	1758	271.62	1.500	779.8	153.4	16.2123	0.0	30.9	3.4	1	215291	02-12-2013	0.000	0.000	0.00	0.00	0	137.471	17.171	0.0	0.0	22.7	1	7.75	1.54	"4U 1608-522"	0.111	0.0	1.775	0.281	-	-	55283.74897	0.510	8039	-52.436	0.0309	
"4U 1705-44"	55284.27616	IJ2	1	5.3	1.9	0.0	0.0	IJ2	0.0000	0.0000	1.25	1.00	0.00	-	1	4.9	1.259	0.528	091000780010	0	0.00	0.00	0.00	0.00	1759	157.20	1.696	104.3	32.7	17.1482	0.0	14.7	4.1	1	215916	02-12-2013	0.000	0.000	0.00	0.00	0	13.925	3.452	0.0	0.0	44.2	1	1.50	0.38	"4U 1705-44"	0.506	0.0	2.006	0.150	-	-	55284.27616	0.529	8040	-44.104	0.1300	
"GX 3+1"	55284.90502	IJ2	1	8.5	3.5	0.0	0.0	IJ2	0.0000	0.0000	1.45	3.00	0.00	-	1	5.8	1.056	0.271	091001060010	0	0.00	0.00	0.00	0.00	1760	145.62	0.000	233.0	38.6	17.7987	0.0	15.4	6.9	1	217976	02-12-2013	0.000	0.000	0.00	0.00	0	30.894	11.399	0.0	0.0	70.9	1	2.00	0.39	"GX 3+1"	0.603	0.0	5.009	0.213	-	-	55284.90502	0.487	8041	-26.571	0.2422	
"4U 1728-34"	55285.04355	IJ2	1	5.8	1.6	0.0	0.0	IJ2	0.0000	0.0000	1.37	1.00	0.00	-	1	6.9	1.056	0.792	091001120010	0	0.00	0.00	0.00	0.00	0	241.74	1.091	285.1	77.1	17.5326	0.0	19.3	3.4	1	216210	02-12-2013	0.000	0.000	0.00	0.00	0	43.136	7.708	0.0	0.0	144.2	1	4.16	0.90	"4U 1728-34"	0.193	0.0	1.978	0.313	-	-	55285.04355	0.714	8042	-33.835	0.0532	
"SLX 1744-300"	55285.56515	IJ2	1	8.5	3.7	0.0	0.0	IJ2	0.0000	0.0000	1.32	0.00	0.00	-	1	8.8	4.476	0.798	091100070010	0	0.00	0.00	0.00	0.00	0	96.84	0.000	66.5	20.1	17.7904	0.0	26.3	13.2	1	217900	02-12-2013	0.000	0.000	0.00	0.00	0	8.733	2.481	0.0	0.0	85.0	1	0.61	0.20	"SLX 1744-300"	0.687	0.0	0.679	0.081	-	-	55285.56515	0.779	8043	-30.045	0.1329	
"4U 1608-522"	55287.36366	IJX	1	11.1	0.9	0.0	0.0	IJX	0.0000	0.0000	1.57	4.00	0.00	-	1	8.8	0.402	0.755	091100610010	0	0.00	0.00	0.00	0.00	1761	124.68	1.106	984.2	74.0	16.2119	0.0	31.2	1.9	1	33924	02-12-2013	0.000	0.000	0.00	0.00	0	128.720	6.254	0.0	0.0	86.8	1	6.21	0.42	"4U 1608-522"	0.675	0.0	1.375	0.088	-	-	55287.36366	0.584	8044	-52.423	0.0240	
"4U 1608-522"	55287.47251	IJX	1	4.8	0.9	0.0	0.0	IJX	0.0000	0.0000	1.38	1.00	0.00	-	1	2.6	0.268	0.782	091100650010	0	0.00	0.00	0.00	0.00	1762	269.16	1.043	1005.4	153.1	16.2119	0.0	10.9	1.6	1	33926	02-12-2013	0.000	0.000	0.00	0.00	0	51.536	5.837	0.0	0.0	2.6	1	5.88	0.83	"4U 1608-522"	0.135	0.0	1.283	0.047	-	-	55287.47251	0.596	8045	-52.423	0.0224	
"4U 1608-522"	55287.59834	IJX	1	4.4	1.3	0.0	0.0	IJX	0.0000	0.0000	1.03	1.00	0.00	-	1	2.8	0.567	0.533	091100680010	0	0.00	0.00	0.00	0.00	1763	170.76	1.653	177.4	39.4	16.2121	0.0	9.8	2.3	1	33929	02-12-2013	0.000	0.000	0.00	0.00	0	7.873	1.526	0.0	0.0	3.0	1	1.01	0.22	"4U 1608-522"	0.459	0.0	0.761	0.088	-	-	55287.59834	0.480	8046	-52.422	0.0133	
"4U 1636-536"	55287.64592	IJX	1	6.0	1.0	0.0	0.0	IJX	0.0000	0.0000	1.25	3.00	0.00	-	1	4.8	0.576	0.558	091100700010	0	0.00	0.00	0.00	0.00	1764	206.91	1.687	475.9	73.3	16.6815	0.0	17.1	2.1	1	35109	02-12-2013	0.000	0.000	0.00	0.00	0	36.663	3.721	0.0	0.0	120.4	1	3.30	0.43	"4U 1636-536"	0.319	0.0	2.288	0.138	-	-	55287.64592	0.462	8047	-53.752	0.0840	
